r,coalition_key,active_gate_indices,included_gate_indices_total,n_active_gates,n_total_gates,value_accuracy,data_index
3,5-6-7-13-14-19-20-21,5-6-7-13-14-19-20-21,1-3-5-6-7-8-10-13-14-15-17-19-20-21,8,14,0.585,1
3,5-6-7-13-14-20,5-6-7-13-14-20,1-3-5-6-7-8-10-13-14-15-17-20,6,12,0.585,1
3,5-6-7-13-14-20-21,5-6-7-13-14-20-21,1-3-5-6-7-8-10-13-14-15-17-20-21,7,13,0.585,1
3,5-6-7-13-19-20,5-6-7-13-19-20,1-3-5-6-7-8-10-13-15-17-19-20,6,12,0.479,1
3,5-6-7-13-19-20-21,5-6-7-13-19-20-21,1-3-5-6-7-8-10-13-15-17-19-20-21,7,13,0.479,1
3,5-6-7-13-20,5-6-7-13-20,1-3-5-6-7-8-10-13-15-17-20,5,11,0.585,1
3,5-6-7-13-20-21,5-6-7-13-20-21,1-3-5-6-7-8-10-13-15-17-20-21,6,12,0.585,1
3,5-6-12-13-14-19-20,5-6-12-13-14-19-20,1-3-5-6-8-10-12-13-14-15-17-19-20,7,13,0.585,1
3,5-6-12-13-14-19-20-21,5-6-12-13-14-19-20-21,1-3-5-6-8-10-12-13-14-15-17-19-20-21,8,14,0.585,1
3,5-6-12-13-14-20,5-6-12-13-14-20,1-3-5-6-8-10-12-13-14-15-17-20,6,12,0.479,1
3,5-6-12-13-14-20-21,5-6-12-13-14-20-21,1-3-5-6-8-10-12-13-14-15-17-20-21,7,13,0.479,1
3,5-6-12-13-19-20,5-6-12-13-19-20,1-3-5-6-8-10-12-13-15-17-19-20,6,12,0.585,1
3,5-6-12-13-19-20-21,5-6-12-13-19-20-21,1-3-5-6-8-10-12-13-15-17-19-20-21,7,13,0.585,1
3,5-6-12-13-20,5-6-12-13-20,1-3-5-6-8-10-12-13-15-17-20,5,11,0.479,1
3,5-6-12-13-20-21,5-6-12-13-20-21,1-3-5-6-8-10-12-13-15-17-20-21,6,12,0.479,1
3,5-6-13-14-19-20,5-6-13-14-19-20,1-3-5-6-8-10-13-14-15-17-19-20,6,12,0.585,1
3,5-6-13-14-19-20-21,5-6-13-14-19-20-21,1-3-5-6-8-10-13-14-15-17-19-20-21,7,13,0.585,1
3,5-6-13-14-20,5-6-13-14-20,1-3-5-6-8-10-13-14-15-17-20,5,11,0.479,1
3,5-6-13-14-20-21,5-6-13-14-20-21,1-3-5-6-8-10-13-14-15-17-20-21,6,12,0.479,1
3,5-6-13-19-20,5-6-13-19-20,1-3-5-6-8-10-13-15-17-19-20,5,11,0.585,1
3,5-6-13-19-20-21,5-6-13-19-20-21,1-3-5-6-8-10-13-15-17-19-20-21,6,12,0.585,1
3,5-6-13-20,5-6-13-20,1-3-5-6-8-10-13-15-17-20,4,10,0.479,1
3,5-6-13-20-21,5-6-13-20-21,1-3-5-6-8-10-13-15-17-20-21,5,11,0.479,1
3,5-7,5-7,1-3-5-7-8-10-15-17,2,8,0.5,1
3,5-7-9-11-12-14-16-18-19-21,5-7-9-11-12-14-16-18-19-21,1-3-5-7-8-9-10-11-12-14-15-16-17-18-19-21,10,16,0.593,1
3,5-7-9-11-12-14-16-19-21,5-7-9-11-12-14-16-19-21,1-3-5-7-8-9-10-11-12-14-15-16-17-19-21,9,15,0.535,1
3,5-7-9-11-12-14-18-19-21,5-7-9-11-12-14-18-19-21,1-3-5-7-8-9-10-11-12-14-15-17-18-19-21,9,15,0.508,1
3,5-7-9-11-12-14-19-21,5-7-9-11-12-14-19-21,1-3-5-7-8-9-10-11-12-14-15-17-19-21,8,14,0.5,1
3,5-7-9-12-14-16-18-19-21,5-7-9-12-14-16-18-19-21,1-3-5-7-8-9-10-12-14-15-16-17-18-19-21,9,15,0.593,1
3,5-7-9-12-14-16-19-21,5-7-9-12-14-16-19-21,1-3-5-7-8-9-10-12-14-15-16-17-19-21,8,14,0.535,1
3,5-7-9-12-14-18-19-21,5-7-9-12-14-18-19-21,1-3-5-7-8-9-10-12-14-15-17-18-19-21,8,14,0.508,1
3,5-7-9-12-14-19-21,5-7-9-12-14-19-21,1-3-5-7-8-9-10-12-14-15-17-19-21,7,13,0.5,1
3,5-7-11-12-14-16-18-19-21,5-7-11-12-14-16-18-19-21,1-3-5-7-8-10-11-12-14-15-16-17-18-19-21,9,15,0.593,1
3,5-7-11-12-14-16-19-21,5-7-11-12-14-16-19-21,1-3-5-7-8-10-11-12-14-15-16-17-19-21,8,14,0.535,1
3,5-7-11-12-14-18-19-21,5-7-11-12-14-18-19-21,1-3-5-7-8-10-11-12-14-15-17-18-19-21,8,14,0.508,1
3,5-7-11-12-14-19-21,5-7-11-12-14-19-21,1-3-5-7-8-10-11-12-14-15-17-19-21,7,13,0.5,1
3,5-7-12,5-7-12,1-3-5-7-8-10-12-15-17,3,9,0.5,1
3,5-7-12-13-14-19-20-21,5-7-12-13-14-19-20-21,1-3-5-7-8-10-12-13-14-15-17-19-20-21,8,14,0.559,1
3,5-7-12-13-14-19-21,5-7-12-13-14-19-21,1-3-5-7-8-10-12-13-14-15-17-19-21,7,13,0.5,1
3,5-7-12-14,5-7-12-14,1-3-5-7-8-10-12-14-15-17,4,10,0.5,1
3,5-7-12-14-16-18-19-21,5-7-12-14-16-18-19-21,1-3-5-7-8-10-12-14-15-16-17-18-19-21,8,14,0.593,1
3,5-7-12-14-16-19-21,5-7-12-14-16-19-21,1-3-5-7-8-10-12-14-15-16-17-19-21,7,13,0.535,1
3,5-7-12-14-18-19-21,5-7-12-14-18-19-21,1-3-5-7-8-10-12-14-15-17-18-19-21,7,13,0.508,1
3,5-7-12-14-19,5-7-12-14-19,1-3-5-7-8-10-12-14-15-17-19,5,11,0.5,1
3,5-7-12-14-19-20-21,5-7-12-14-19-20-21,1-3-5-7-8-10-12-14-15-17-19-20-21,7,13,0.559,1
3,5-7-12-14-19-21,5-7-12-14-19-21,1-3-5-7-8-10-12-14-15-17-19-21,6,12,0.5,1
3,5-7-12-14-21,5-7-12-14-21,1-3-5-7-8-10-12-14-15-17-21,5,11,0.5,1
3,5-7-12-19,5-7-12-19,1-3-5-7-8-10-12-15-17-19,4,10,0.5,1
3,5-7-12-19-21,5-7-12-19-21,1-3-5-7-8-10-12-15-17-19-21,5,11,0.5,1
3,5-7-12-21,5-7-12-21,1-3-5-7-8-10-12-15-17-21,4,10,0.5,1
3,5-7-14,5-7-14,1-3-5-7-8-10-14-15-17,3,9,0.5,1
3,5-7-14-19,5-7-14-19,1-3-5-7-8-10-14-15-17-19,4,10,0.5,1
3,5-7-14-19-21,5-7-14-19-21,1-3-5-7-8-10-14-15-17-19-21,5,11,0.5,1
3,5-7-14-21,5-7-14-21,1-3-5-7-8-10-14-15-17-21,4,10,0.5,1
3,5-7-19,5-7-19,1-3-5-7-8-10-15-17-19,3,9,0.5,1
3,5-7-19-21,5-7-19-21,1-3-5-7-8-10-15-17-19-21,4,10,0.5,1
3,5-7-21,5-7-21,1-3-5-7-8-10-15-17-21,3,9,0.5,1
3,5-12,5-12,1-3-5-8-10-12-15-17,2,8,0.5,1
3,5-12-14,5-12-14,1-3-5-8-10-12-14-15-17,3,9,0.5,1
3,5-12-14-19,5-12-14-19,1-3-5-8-10-12-14-15-17-19,4,10,0.5,1
3,5-12-14-19-21,5-12-14-19-21,1-3-5-8-10-12-14-15-17-19-21,5,11,0.5,1
3,5-12-14-21,5-12-14-21,1-3-5-8-10-12-14-15-17-21,4,10,0.5,1
3,5-12-19,5-12-19,1-3-5-8-10-12-15-17-19,3,9,0.5,1
3,5-12-19-21,5-12-19-21,1-3-5-8-10-12-15-17-19-21,4,10,0.5,1
3,5-12-21,5-12-21,1-3-5-8-10-12-15-17-21,3,9,0.5,1
3,5-14,5-14,1-3-5-8-10-14-15-17,2,8,0.5,1
3,5-14-19,5-14-19,1-3-5-8-10-14-15-17-19,3,9,0.5,1
3,5-14-19-21,5-14-19-21,1-3-5-8-10-14-15-17-19-21,4,10,0.5,1
3,5-14-21,5-14-21,1-3-5-8-10-14-15-17-21,3,9,0.5,1
3,5-19,5-19,1-3-5-8-10-15-17-19,2,8,0.5,1
3,5-19-21,5-19-21,1-3-5-8-10-15-17-19-21,3,9,0.5,1
3,5-21,5-21,1-3-5-8-10-15-17-21,2,8,0.5,1
3,6,6,1-3-6-8-10-15-17,1,7,0.559,1
3,6-7-12-13-14-19-20,6-7-12-13-14-19-20,1-3-6-7-8-10-12-13-14-15-17-19-20,7,13,0.508,1
3,6-7-12-13-14-19-20-21,6-7-12-13-14-19-20-21,1-3-6-7-8-10-12-13-14-15-17-19-20-21,8,14,0.508,1
3,6-7-12-13-14-20,6-7-12-13-14-20,1-3-6-7-8-10-12-13-14-15-17-20,6,12,0.578,1
3,6-7-12-13-14-20-21,6-7-12-13-14-20-21,1-3-6-7-8-10-12-13-14-15-17-20-21,7,13,0.578,1
3,6-7-12-13-19-20,6-7-12-13-19-20,1-3-6-7-8-10-12-13-15-17-19-20,6,12,0.578,1
3,6-7-12-13-19-20-21,6-7-12-13-19-20-21,1-3-6-7-8-10-12-13-15-17-19-20-21,7,13,0.578,1
3,6-7-12-13-20,6-7-12-13-20,1-3-6-7-8-10-12-13-15-17-20,5,11,0.578,1
3,6-7-12-13-20-21,6-7-12-13-20-21,1-3-6-7-8-10-12-13-15-17-20-21,6,12,0.578,1
3,6-7-13-14-19-20,6-7-13-14-19-20,1-3-6-7-8-10-13-14-15-17-19-20,6,12,0.585,1
3,6-7-13-14-19-20-21,6-7-13-14-19-20-21,1-3-6-7-8-10-13-14-15-17-19-20-21,7,13,0.585,1
3,6-7-13-14-20,6-7-13-14-20,1-3-6-7-8-10-13-14-15-17-20,5,11,0.585,1
3,6-7-13-14-20-21,6-7-13-14-20-21,1-3-6-7-8-10-13-14-15-17-20-21,6,12,0.585,1
3,6-7-13-19-20,6-7-13-19-20,1-3-6-7-8-10-13-15-17-19-20,5,11,0.479,1
3,6-7-13-19-20-21,6-7-13-19-20-21,1-3-6-7-8-10-13-15-17-19-20-21,6,12,0.479,1
3,6-7-13-20,6-7-13-20,1-3-6-7-8-10-13-15-17-20,4,10,0.585,1
3,6-7-13-20-21,6-7-13-20-21,1-3-6-7-8-10-13-15-17-20-21,5,11,0.585,1
3,6-9-11-13-16-18-20,6-9-11-13-16-18-20,1-3-6-8-9-10-11-13-15-16-17-18-20,7,13,0.618,1
3,6-9-11-13-16-20,6-9-11-13-16-20,1-3-6-8-9-10-11-13-15-16-17-20,6,12,0.601,1
3,6-9-11-13-18-20,6-9-11-13-18-20,1-3-6-8-9-10-11-13-15-17-18-20,6,12,0.504,1
3,6-9-11-13-20,6-9-11-13-20,1-3-6-8-9-10-11-13-15-17-20,5,11,0.571,1
3,6-9-13-16-18-20,6-9-13-16-18-20,1-3-6-8-9-10-13-15-16-17-18-20,6,12,0.548,1
3,6-9-13-16-20,6-9-13-16-20,1-3-6-8-9-10-13-15-16-17-20,5,11,0.541,1
3,6-9-13-18-20,6-9-13-18-20,1-3-6-8-9-10-13-15-17-18-20,5,11,0.538,1
3,6-9-13-20,6-9-13-20,1-3-6-8-9-10-13-15-17-20,4,10,0.479,1
3,6-11-13-16-18-20,6-11-13-16-18-20,1-3-6-8-10-11-13-15-16-17-18-20,6,12,0.618,1
3,6-11-13-16-20,6-11-13-16-20,1-3-6-8-10-11-13-15-16-17-20,5,11,0.601,1
3,6-11-13-18-20,6-11-13-18-20,1-3-6-8-10-11-13-15-17-18-20,5,11,0.504,1
3,6-11-13-20,6-11-13-20,1-3-6-8-10-11-13-15-17-20,4,10,0.571,1
3,6-12-13-14-19-20,6-12-13-14-19-20,1-3-6-8-10-12-13-14-15-17-19-20,6,12,0.585,1
3,6-12-13-14-19-20-21,6-12-13-14-19-20-21,1-3-6-8-10-12-13-14-15-17-19-20-21,7,13,0.585,1
3,6-12-13-14-20,6-12-13-14-20,1-3-6-8-10-12-13-14-15-17-20,5,11,0.479,1
3,6-12-13-14-20-21,6-12-13-14-20-21,1-3-6-8-10-12-13-14-15-17-20-21,6,12,0.479,1
3,6-12-13-19-20,6-12-13-19-20,1-3-6-8-10-12-13-15-17-19-20,5,11,0.585,1
3,6-12-13-19-20-21,6-12-13-19-20-21,1-3-6-8-10-12-13-15-17-19-20-21,6,12,0.585,1
3,6-12-13-20,6-12-13-20,1-3-6-8-10-12-13-15-17-20,4,10,0.479,1
3,6-12-13-20-21,6-12-13-20-21,1-3-6-8-10-12-13-15-17-20-21,5,11,0.479,1
3,6-13,6-13,1-3-6-8-10-13-15-17,2,8,0.511,1
3,6-13-14-19-20,6-13-14-19-20,1-3-6-8-10-13-14-15-17-19-20,5,11,0.585,1
3,6-13-14-19-20-21,6-13-14-19-20-21,1-3-6-8-10-13-14-15-17-19-20-21,6,12,0.585,1
3,6-13-14-20,6-13-14-20,1-3-6-8-10-13-14-15-17-20,4,10,0.479,1
3,6-13-14-20-21,6-13-14-20-21,1-3-6-8-10-13-14-15-17-20-21,5,11,0.479,1
3,6-13-16-18-20,6-13-16-18-20,1-3-6-8-10-13-15-16-17-18-20,5,11,0.548,1
3,6-13-16-20,6-13-16-20,1-3-6-8-10-13-15-16-17-20,4,10,0.541,1
3,6-13-18-20,6-13-18-20,1-3-6-8-10-13-15-17-18-20,4,10,0.538,1
3,6-13-19-20,6-13-19-20,1-3-6-8-10-13-15-17-19-20,4,10,0.585,1
3,6-13-19-20-21,6-13-19-20-21,1-3-6-8-10-13-15-17-19-20-21,5,11,0.585,1
3,6-13-20,6-13-20,1-3-6-8-10-13-15-17-20,3,9,0.479,1
3,6-13-20-21,6-13-20-21,1-3-6-8-10-13-15-17-20-21,4,10,0.479,1
3,6-20,6-20,1-3-6-8-10-15-17-20,2,8,0.508,1
3,7,7,1-3-7-8-10-15-17,1,7,0.5,1
3,7-12,7-12,1-3-7-8-10-12-15-17,2,8,0.5,1
3,7-12-14,7-12-14,1-3-7-8-10-12-14-15-17,3,9,0.5,1
3,7-12-14-19,7-12-14-19,1-3-7-8-10-12-14-15-17-19,4,10,0.5,1
3,7-12-14-19-21,7-12-14-19-21,1-3-7-8-10-12-14-15-17-19-21,5,11,0.5,1
3,7-12-14-21,7-12-14-21,1-3-7-8-10-12-14-15-17-21,4,10,0.5,1
3,7-12-19,7-12-19,1-3-7-8-10-12-15-17-19,3,9,0.5,1
3,7-12-19-21,7-12-19-21,1-3-7-8-10-12-15-17-19-21,4,10,0.5,1
3,7-12-21,7-12-21,1-3-7-8-10-12-15-17-21,3,9,0.5,1
3,7-14,7-14,1-3-7-8-10-14-15-17,2,8,0.5,1
3,7-14-19,7-14-19,1-3-7-8-10-14-15-17-19,3,9,0.5,1
3,7-14-19-21,7-14-19-21,1-3-7-8-10-14-15-17-19-21,4,10,0.5,1
3,7-14-21,7-14-21,1-3-7-8-10-14-15-17-21,3,9,0.5,1
3,7-19,7-19,1-3-7-8-10-15-17-19,2,8,0.5,1
3,7-19-21,7-19-21,1-3-7-8-10-15-17-19-21,3,9,0.5,1
3,7-21,7-21,1-3-7-8-10-15-17-21,2,8,0.5,1
3,9,9,1-3-8-9-10-15-17,1,7,0.5,1
3,9-11,9-11,1-3-8-9-10-11-15-17,2,8,0.5,1
3,9-11-16,9-11-16,1-3-8-9-10-11-15-16-17,3,9,0.535,1
3,9-11-16-18,9-11-16-18,1-3-8-9-10-11-15-16-17-18,4,10,0.593,1
3,9-11-18,9-11-18,1-3-8-9-10-11-15-17-18,3,9,0.508,1
3,9-16,9-16,1-3-8-9-10-15-16-17,2,8,0.535,1
3,9-16-18,9-16-18,1-3-8-9-10-15-16-17-18,3,9,0.593,1
3,9-18,9-18,1-3-8-9-10-15-17-18,2,8,0.508,1
3,11,11,1-3-8-10-11-15-17,1,7,0.5,1
3,11-16,11-16,1-3-8-10-11-15-16-17,2,8,0.535,1
3,11-16-18,11-16-18,1-3-8-10-11-15-16-17-18,3,9,0.593,1
3,11-18,11-18,1-3-8-10-11-15-17-18,2,8,0.508,1
3,12,12,1-3-8-10-12-15-17,1,7,0.5,1
3,12-14,12-14,1-3-8-10-12-14-15-17,2,8,0.5,1
3,12-14-19,12-14-19,1-3-8-10-12-14-15-17-19,3,9,0.5,1
3,12-14-19-21,12-14-19-21,1-3-8-10-12-14-15-17-19-21,4,10,0.5,1
3,12-14-21,12-14-21,1-3-8-10-12-14-15-17-21,3,9,0.5,1
3,12-19,12-19,1-3-8-10-12-15-17-19,2,8,0.5,1
3,12-19-21,12-19-21,1-3-8-10-12-15-17-19-21,3,9,0.5,1
3,12-21,12-21,1-3-8-10-12-15-17-21,2,8,0.5,1
3,13,13,1-3-8-10-13-15-17,1,7,0.5,1
3,13-20,13-20,1-3-8-10-13-15-17-20,2,8,0.559,1
3,14,14,1-3-8-10-14-15-17,1,7,0.5,1
3,14-19,14-19,1-3-8-10-14-15-17-19,2,8,0.5,1
3,14-19-21,14-19-21,1-3-8-10-14-15-17-19-21,3,9,0.5,1
3,14-21,14-21,1-3-8-10-14-15-17-21,2,8,0.5,1
3,16,16,1-3-8-10-15-16-17,1,7,0.535,1
3,16-18,16-18,1-3-8-10-15-16-17-18,2,8,0.593,1
3,18,18,1-3-8-10-15-17-18,1,7,0.508,1
3,19,19,1-3-8-10-15-17-19,1,7,0.5,1
3,19-21,19-21,1-3-8-10-15-17-19-21,2,8,0.5,1
3,20,20,1-3-8-10-15-17-20,1,7,0.559,1
3,21,21,1-3-8-10-15-17-21,1,7,0.5,1
